bairro,classificacao_grupo,classificacao_cnae,quantidade,Total_de_pessoas_2022,densidade_por_10k,percentil_densidade,label_densidade
CENTRO,In natura,Açougues / Padarias,225,23642.0,95.17,0.97,Muito Alta
CENTRO,In natura,Feira,2,0.0,0.0,0.0,0
CENTRO,In natura,Hortifrutigranjeiros,29,23642.0,12.27,0.6,Alta
CENTRO,In natura,Peixarias,11,23642.0,4.65,0.31,Baixa
CENTRO,Misto,Hipermercados,258,23642.0,109.13,0.98,Muito Alta
CENTRO,Misto,Mercearias,135,23642.0,57.1,0.91,Muito Alta
CENTRO,Misto,Supermercados,12,23642.0,5.08,0.34,Baixa
CENTRO,Ultraprocessado,Cantinas / Alimentação preparada,472,23642.0,199.64,0.99,Muito Alta
CENTRO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,245,23642.0,103.63,0.97,Muito Alta
CENTRO,Ultraprocessado,Restaurantes / Lanchonetes,1774,23642.0,750.36,1.0,Muito Alta
CENTRO,Ultraprocessado,Serviços ambulantes,190,23642.0,80.37,0.95,Muito Alta
CIDADE DE DEUS,In natura,Açougues / Padarias,51,30576.0,16.68,0.7,Alta
CIDADE DE DEUS,In natura,Feira,2,0.0,0.0,0.0,0
CIDADE DE DEUS,In natura,Horta,1,0.0,0.0,0.0,0
CIDADE DE DEUS,In natura,Hortifrutigranjeiros,29,30576.0,9.48,0.5,Média
CIDADE DE DEUS,In natura,Peixarias,59,30576.0,19.3,0.73,Alta
CIDADE DE DEUS,Misto,Hipermercados,14,30576.0,4.58,0.31,Baixa
CIDADE DE DEUS,Misto,Mercearias,77,30576.0,25.18,0.77,Alta
CIDADE DE DEUS,Ultraprocessado,Cantinas / Alimentação preparada,187,30576.0,61.16,0.92,Muito Alta
CIDADE DE DEUS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,31,30576.0,10.14,0.52,Média
CIDADE DE DEUS,Ultraprocessado,Restaurantes / Lanchonetes,345,30576.0,112.83,0.98,Muito Alta
CIDADE DE DEUS,Ultraprocessado,Serviços ambulantes,60,30576.0,19.62,0.73,Alta
CIDADE NOVA,In natura,Açougues / Padarias,12,4745.0,25.29,0.78,Alta
CIDADE NOVA,In natura,Feira,1,0.0,0.0,0.0,0
CIDADE NOVA,In natura,Hortifrutigranjeiros,1,4745.0,2.11,0.16,Muito Baixa
CIDADE NOVA,In natura,Peixarias,2,4745.0,4.21,0.29,Baixa
CIDADE NOVA,Misto,Hipermercados,2,4745.0,4.21,0.29,Baixa
CIDADE NOVA,Misto,Mercearias,4,4745.0,8.43,0.46,Média
CIDADE NOVA,Ultraprocessado,Cantinas / Alimentação preparada,45,4745.0,94.84,0.97,Muito Alta
CIDADE NOVA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,7,4745.0,14.75,0.67,Alta
CIDADE NOVA,Ultraprocessado,Restaurantes / Lanchonetes,99,4745.0,208.64,0.99,Muito Alta
CIDADE NOVA,Ultraprocessado,Serviços ambulantes,9,4745.0,18.97,0.73,Alta
CIDADE UNIVERSITARIA,In natura,Açougues / Padarias,5,1303.0,38.37,0.83,Muito Alta
CIDADE UNIVERSITARIA,In natura,Hortifrutigranjeiros,2,1303.0,15.35,0.68,Alta
CIDADE UNIVERSITARIA,In natura,Peixarias,1,1303.0,7.67,0.44,Média
CIDADE UNIVERSITARIA,Misto,Mercearias,3,1303.0,23.02,0.76,Alta
CIDADE UNIVERSITARIA,Ultraprocessado,Cantinas / Alimentação preparada,20,1303.0,153.49,0.99,Muito Alta
CIDADE UNIVERSITARIA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,2,1303.0,15.35,0.68,Alta
CIDADE UNIVERSITARIA,Ultraprocessado,Restaurantes / Lanchonetes,36,1303.0,276.29,1.0,Muito Alta
CIDADE UNIVERSITARIA,Ultraprocessado,Serviços ambulantes,5,1303.0,38.37,0.83,Muito Alta
COCOTA,In natura,Açougues / Padarias,10,5021.0,19.92,0.74,Alta
COCOTA,In natura,Hortifrutigranjeiros,8,5021.0,15.93,0.69,Alta
COCOTA,In natura,Peixarias,2,5021.0,3.98,0.28,Baixa
COCOTA,Misto,Hipermercados,7,5021.0,13.94,0.64,Alta
COCOTA,Misto,Mercearias,10,5021.0,19.92,0.74,Alta
COCOTA,Ultraprocessado,Cantinas / Alimentação preparada,39,5021.0,77.67,0.95,Muito Alta
COCOTA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,8,5021.0,15.93,0.69,Alta
COCOTA,Ultraprocessado,Restaurantes / Lanchonetes,48,5021.0,95.6,0.97,Muito Alta
COCOTA,Ultraprocessado,Serviços ambulantes,9,5021.0,17.92,0.72,Alta
COELHO NETO,In natura,Açougues / Padarias,37,26780.0,13.82,0.64,Alta
COELHO NETO,In natura,Feira,2,0.0,0.0,0.0,0
COELHO NETO,In natura,Hortifrutigranjeiros,64,26780.0,23.9,0.77,Alta
COELHO NETO,In natura,Peixarias,18,26780.0,6.72,0.4,Média
COELHO NETO,Misto,Hipermercados,6,26780.0,2.24,0.17,Muito Baixa
COELHO NETO,Misto,Mercearias,56,26780.0,20.91,0.74,Alta
COELHO NETO,Misto,Supermercados,6,26780.0,2.24,0.17,Muito Baixa
COELHO NETO,Ultraprocessado,Cantinas / Alimentação preparada,143,26780.0,53.4,0.89,Muito Alta
COELHO NETO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,40,26780.0,14.94,0.68,Alta
COELHO NETO,Ultraprocessado,Restaurantes / Lanchonetes,184,26780.0,68.71,0.94,Muito Alta
COELHO NETO,Ultraprocessado,Serviços ambulantes,80,26780.0,29.87,0.8,Alta
COLEGIO,In natura,Açougues / Padarias,28,26840.0,10.43,0.54,Média
COLEGIO,In natura,Hortifrutigranjeiros,23,26840.0,8.57,0.47,Média
COLEGIO,In natura,Peixarias,9,26840.0,3.35,0.25,Baixa
COLEGIO,Misto,Hipermercados,6,26840.0,2.24,0.17,Muito Baixa
COLEGIO,Misto,Mercearias,43,26840.0,16.02,0.7,Alta
COLEGIO,Ultraprocessado,Cantinas / Alimentação preparada,130,26840.0,48.44,0.86,Muito Alta
COLEGIO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,23,26840.0,8.57,0.47,Média
COLEGIO,Ultraprocessado,Restaurantes / Lanchonetes,120,26840.0,44.71,0.85,Muito Alta
COLEGIO,Ultraprocessado,Serviços ambulantes,56,26840.0,20.86,0.74,Alta
COMPLEXO DO ALEMAO,In natura,Açougues / Padarias,5,54202.0,0.92,0.06,Muito Baixa
COMPLEXO DO ALEMAO,In natura,Hortifrutigranjeiros,2,54202.0,0.37,0.01,Muito Baixa
COMPLEXO DO ALEMAO,Misto,Hipermercados,4,54202.0,0.74,0.04,Muito Baixa
COMPLEXO DO ALEMAO,Misto,Mercearias,13,54202.0,2.4,0.18,Muito Baixa
COMPLEXO DO ALEMAO,Ultraprocessado,Cantinas / Alimentação preparada,3,54202.0,0.55,0.03,Muito Baixa
COMPLEXO DO ALEMAO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,3,54202.0,0.55,0.03,Muito Baixa
COMPLEXO DO ALEMAO,Ultraprocessado,Restaurantes / Lanchonetes,12,54202.0,2.21,0.16,Muito Baixa
COPACABANA,In natura,Açougues / Padarias,130,128919.0,10.08,0.52,Média
COPACABANA,In natura,Feira,3,0.0,0.0,0.0,0
COPACABANA,In natura,Hortifrutigranjeiros,38,128919.0,2.95,0.22,Baixa
COPACABANA,In natura,Peixarias,25,128919.0,1.94,0.14,Muito Baixa
COPACABANA,Misto,Hipermercados,57,128919.0,4.42,0.3,Baixa
COPACABANA,Misto,Mercearias,151,128919.0,11.71,0.59,Média
COPACABANA,Misto,Supermercados,23,128919.0,1.78,0.13,Muito Baixa
COPACABANA,Ultraprocessado,Cantinas / Alimentação preparada,517,128919.0,40.1,0.83,Muito Alta
COPACABANA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,169,128919.0,13.11,0.62,Alta
COPACABANA,Ultraprocessado,Restaurantes / Lanchonetes,1157,128919.0,89.75,0.97,Muito Alta
COPACABANA,Ultraprocessado,Serviços ambulantes,135,128919.0,10.47,0.54,Média
CORDOVIL,In natura,Açougues / Padarias,19,34668.0,5.48,0.35,Baixa
CORDOVIL,In natura,Hortifrutigranjeiros,12,34668.0,3.46,0.26,Baixa
CORDOVIL,In natura,Peixarias,10,34668.0,2.88,0.22,Baixa
CORDOVIL,Misto,Hipermercados,3,34668.0,0.87,0.06,Muito Baixa
CORDOVIL,Misto,Mercearias,45,34668.0,12.98,0.62,Alta
CORDOVIL,Misto,Supermercados,4,34668.0,1.15,0.08,Muito Baixa
CORDOVIL,Ultraprocessado,Cantinas / Alimentação preparada,148,34668.0,42.69,0.84,Muito Alta
CORDOVIL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,22,34668.0,6.35,0.39,Baixa
CORDOVIL,Ultraprocessado,Restaurantes / Lanchonetes,151,34668.0,43.56,0.85,Muito Alta
CORDOVIL,Ultraprocessado,Serviços ambulantes,43,34668.0,12.4,0.6,Alta
COSME VELHO,In natura,Açougues / Padarias,4,6408.0,6.24,0.38,Baixa
COSME VELHO,In natura,Horta,1,0.0,0.0,0.0,0
COSME VELHO,In natura,Hortifrutigranjeiros,2,6408.0,3.12,0.24,Baixa
COSME VELHO,Misto,Hipermercados,1,6408.0,1.56,0.11,Muito Baixa
COSME VELHO,Misto,Mercearias,7,6408.0,10.92,0.56,Média
COSME VELHO,Ultraprocessado,Cantinas / Alimentação preparada,26,6408.0,40.57,0.83,Muito Alta
COSME VELHO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,5,6408.0,7.8,0.44,Média
COSME VELHO,Ultraprocessado,Restaurantes / Lanchonetes,24,6408.0,37.45,0.82,Muito Alta
COSME VELHO,Ultraprocessado,Serviços ambulantes,6,6408.0,9.36,0.49,Média
COSMOS,In natura,Açougues / Padarias,67,95484.0,7.02,0.41,Média
COSMOS,In natura,Hortifrutigranjeiros,25,95484.0,2.62,0.19,Muito Baixa
COSMOS,In natura,Peixarias,12,95484.0,1.26,0.09,Muito Baixa
COSMOS,Misto,Hipermercados,13,95484.0,1.36,0.09,Muito Baixa
COSMOS,Misto,Mercearias,98,95484.0,10.26,0.53,Média
COSMOS,Misto,Supermercados,3,95484.0,0.31,0.01,Muito Baixa
COSMOS,Ultraprocessado,Cantinas / Alimentação preparada,287,95484.0,30.06,0.8,Alta
COSMOS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,77,95484.0,8.06,0.45,Média
COSMOS,Ultraprocessado,Restaurantes / Lanchonetes,394,95484.0,41.26,0.84,Muito Alta
COSMOS,Ultraprocessado,Serviços ambulantes,104,95484.0,10.89,0.56,Média
COSTA BARROS,In natura,Açougues / Padarias,35,26272.0,13.32,0.63,Alta
COSTA BARROS,In natura,Feira,1,0.0,0.0,0.0,0
COSTA BARROS,In natura,Hortifrutigranjeiros,12,26272.0,4.57,0.31,Baixa
COSTA BARROS,In natura,Peixarias,2,26272.0,0.76,0.04,Muito Baixa
COSTA BARROS,Misto,Cozinha,1,0.0,0.0,0.0,0
COSTA BARROS,Misto,Mercearias,42,26272.0,15.99,0.7,Alta
COSTA BARROS,Ultraprocessado,Cantinas / Alimentação preparada,66,26272.0,25.12,0.77,Alta
COSTA BARROS,Ultraprocessado,Lojas de conveniência / Varejo alimentar,8,26272.0,3.05,0.23,Baixa
COSTA BARROS,Ultraprocessado,Restaurantes / Lanchonetes,87,26272.0,33.12,0.81,Muito Alta
COSTA BARROS,Ultraprocessado,Serviços ambulantes,30,26272.0,11.42,0.58,Média
CURICICA,In natura,Açougues / Padarias,35,29109.0,12.02,0.6,Média
CURICICA,In natura,Horta,1,0.0,0.0,0.0,0
CURICICA,In natura,Hortifrutigranjeiros,33,29109.0,11.34,0.58,Média
CURICICA,In natura,Peixarias,17,29109.0,5.84,0.37,Baixa
CURICICA,Misto,Hipermercados,15,29109.0,5.15,0.34,Baixa
CURICICA,Misto,Mercearias,53,29109.0,18.21,0.72,Alta
CURICICA,Misto,Supermercados,4,29109.0,1.37,0.09,Muito Baixa
CURICICA,Ultraprocessado,Cantinas / Alimentação preparada,307,29109.0,105.47,0.97,Muito Alta
CURICICA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,49,29109.0,16.83,0.71,Alta
CURICICA,Ultraprocessado,Restaurantes / Lanchonetes,311,29109.0,106.84,0.97,Muito Alta
CURICICA,Ultraprocessado,Serviços ambulantes,66,29109.0,22.67,0.75,Alta
DEL CASTILHO,In natura,Açougues / Padarias,38,20597.0,18.45,0.72,Alta
DEL CASTILHO,In natura,Feira,2,0.0,0.0,0.0,0
DEL CASTILHO,In natura,Hortifrutigranjeiros,13,20597.0,6.31,0.39,Baixa
DEL CASTILHO,In natura,Peixarias,2,20597.0,0.97,0.07,Muito Baixa
DEL CASTILHO,Misto,Hipermercados,13,20597.0,6.31,0.39,Baixa
DEL CASTILHO,Misto,Mercearias,39,20597.0,18.93,0.72,Alta
DEL CASTILHO,Misto,Supermercados,1,20597.0,0.49,0.02,Muito Baixa
DEL CASTILHO,Ultraprocessado,Cantinas / Alimentação preparada,120,20597.0,58.26,0.91,Muito Alta
DEL CASTILHO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,41,20597.0,19.91,0.73,Alta
DEL CASTILHO,Ultraprocessado,Restaurantes / Lanchonetes,265,20597.0,128.66,0.99,Muito Alta
DEL CASTILHO,Ultraprocessado,Serviços ambulantes,29,20597.0,14.08,0.65,Alta
DEODORO,In natura,Açougues / Padarias,9,10402.0,8.65,0.47,Média
DEODORO,In natura,Horta,1,0.0,0.0,0.0,0
DEODORO,In natura,Hortifrutigranjeiros,9,10402.0,8.65,0.47,Média
DEODORO,Misto,Hipermercados,3,10402.0,2.88,0.22,Baixa
DEODORO,Misto,Mercearias,17,10402.0,16.34,0.7,Alta
DEODORO,Misto,Supermercados,1,10402.0,0.96,0.07,Muito Baixa
DEODORO,Ultraprocessado,Cantinas / Alimentação preparada,66,10402.0,63.45,0.93,Muito Alta
DEODORO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,7,10402.0,6.73,0.41,Média
DEODORO,Ultraprocessado,Restaurantes / Lanchonetes,53,10402.0,50.95,0.88,Muito Alta
DEODORO,Ultraprocessado,Serviços ambulantes,20,10402.0,19.23,0.73,Alta
ENCANTADO,In natura,Açougues / Padarias,8,12405.0,6.45,0.39,Baixa
ENCANTADO,In natura,Feira,1,0.0,0.0,0.0,0
ENCANTADO,In natura,Hortifrutigranjeiros,7,12405.0,5.64,0.36,Baixa
ENCANTADO,In natura,Peixarias,5,12405.0,4.03,0.28,Baixa
ENCANTADO,Misto,Hipermercados,5,12405.0,4.03,0.28,Baixa
ENCANTADO,Misto,Mercearias,13,12405.0,10.48,0.54,Média
ENCANTADO,Ultraprocessado,Cantinas / Alimentação preparada,86,12405.0,69.33,0.94,Muito Alta
ENCANTADO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,14,12405.0,11.29,0.58,Média
ENCANTADO,Ultraprocessado,Restaurantes / Lanchonetes,72,12405.0,58.04,0.91,Muito Alta
ENCANTADO,Ultraprocessado,Serviços ambulantes,14,12405.0,11.29,0.58,Média
ENGENHEIRO LEAL,In natura,Açougues / Padarias,8,5200.0,15.38,0.69,Alta
ENGENHEIRO LEAL,In natura,Feira,1,0.0,0.0,0.0,0
ENGENHEIRO LEAL,In natura,Hortifrutigranjeiros,1,5200.0,1.92,0.14,Muito Baixa
ENGENHEIRO LEAL,In natura,Peixarias,1,5200.0,1.92,0.14,Muito Baixa
ENGENHEIRO LEAL,Misto,Mercearias,5,5200.0,9.62,0.51,Média
ENGENHEIRO LEAL,Ultraprocessado,Cantinas / Alimentação preparada,30,5200.0,57.69,0.91,Muito Alta
ENGENHEIRO LEAL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,2,5200.0,3.85,0.28,Baixa
ENGENHEIRO LEAL,Ultraprocessado,Restaurantes / Lanchonetes,12,5200.0,23.08,0.76,Alta
ENGENHEIRO LEAL,Ultraprocessado,Serviços ambulantes,9,5200.0,17.31,0.71,Alta
ENGENHO DA RAINHA,In natura,Açougues / Padarias,18,24188.0,7.44,0.43,Média
ENGENHO DA RAINHA,In natura,Feira,1,0.0,0.0,0.0,0
ENGENHO DA RAINHA,In natura,Hortifrutigranjeiros,17,24188.0,7.03,0.41,Média
ENGENHO DA RAINHA,In natura,Peixarias,5,24188.0,2.07,0.15,Muito Baixa
ENGENHO DA RAINHA,Misto,Hipermercados,8,24188.0,3.31,0.25,Baixa
ENGENHO DA RAINHA,Misto,Mercearias,22,24188.0,9.1,0.49,Média
ENGENHO DA RAINHA,Misto,Supermercados,1,24188.0,0.41,0.02,Muito Baixa
ENGENHO DA RAINHA,Ultraprocessado,Cantinas / Alimentação preparada,84,24188.0,34.73,0.81,Muito Alta
ENGENHO DA RAINHA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,13,24188.0,5.37,0.35,Baixa
ENGENHO DA RAINHA,Ultraprocessado,Restaurantes / Lanchonetes,85,24188.0,35.14,0.82,Muito Alta
ENGENHO DA RAINHA,Ultraprocessado,Serviços ambulantes,33,24188.0,13.64,0.63,Alta
ENGENHO DE DENTRO,In natura,Açougues / Padarias,42,43175.0,9.73,0.51,Média
ENGENHO DE DENTRO,In natura,Feira,3,0.0,0.0,0.0,0
ENGENHO DE DENTRO,In natura,Hortifrutigranjeiros,18,43175.0,4.17,0.29,Baixa
ENGENHO DE DENTRO,In natura,Peixarias,12,43175.0,2.78,0.21,Baixa
ENGENHO DE DENTRO,Misto,Hipermercados,21,43175.0,4.86,0.33,Baixa
ENGENHO DE DENTRO,Misto,Mercearias,49,43175.0,11.35,0.58,Média
ENGENHO DE DENTRO,Misto,Supermercados,6,43175.0,1.39,0.1,Muito Baixa
ENGENHO DE DENTRO,Ultraprocessado,Cantinas / Alimentação preparada,262,43175.0,60.68,0.92,Muito Alta
ENGENHO DE DENTRO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,48,43175.0,11.12,0.57,Média
ENGENHO DE DENTRO,Ultraprocessado,Restaurantes / Lanchonetes,269,43175.0,62.3,0.93,Muito Alta
ENGENHO DE DENTRO,Ultraprocessado,Serviços ambulantes,68,43175.0,15.75,0.69,Alta
ENGENHO NOVO,In natura,Açougues / Padarias,22,39424.0,5.58,0.36,Baixa
ENGENHO NOVO,In natura,Feira,2,0.0,0.0,0.0,0
ENGENHO NOVO,In natura,Hortifrutigranjeiros,19,39424.0,4.82,0.32,Baixa
ENGENHO NOVO,In natura,Peixarias,2,39424.0,0.51,0.03,Muito Baixa
ENGENHO NOVO,Misto,Hipermercados,6,39424.0,1.52,0.11,Muito Baixa
ENGENHO NOVO,Misto,Mercearias,51,39424.0,12.94,0.62,Alta
ENGENHO NOVO,Misto,Supermercados,4,39424.0,1.01,0.07,Muito Baixa
ENGENHO NOVO,Ultraprocessado,Cantinas / Alimentação preparada,204,39424.0,51.75,0.89,Muito Alta
ENGENHO NOVO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,24,39424.0,6.09,0.38,Baixa
ENGENHO NOVO,Ultraprocessado,Restaurantes / Lanchonetes,196,39424.0,49.72,0.87,Muito Alta
ENGENHO NOVO,Ultraprocessado,Serviços ambulantes,50,39424.0,12.68,0.61,Alta
ESTACIO,In natura,Açougues / Padarias,15,23260.0,6.45,0.39,Baixa
ESTACIO,In natura,Feira,1,0.0,0.0,0.0,0
ESTACIO,In natura,Horta,1,0.0,0.0,0.0,0
ESTACIO,In natura,Hortifrutigranjeiros,10,23260.0,4.3,0.3,Baixa
ESTACIO,In natura,Peixarias,4,23260.0,1.72,0.12,Muito Baixa
ESTACIO,Misto,Hipermercados,2,23260.0,0.86,0.06,Muito Baixa
ESTACIO,Misto,Mercearias,19,23260.0,8.17,0.46,Média
ESTACIO,Ultraprocessado,Cantinas / Alimentação preparada,104,23260.0,44.71,0.85,Muito Alta
ESTACIO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,9,23260.0,3.87,0.28,Baixa
ESTACIO,Ultraprocessado,Restaurantes / Lanchonetes,115,23260.0,49.44,0.87,Muito Alta
ESTACIO,Ultraprocessado,Serviços ambulantes,29,23260.0,12.47,0.61,Alta
FLAMENGO,In natura,Açougues / Padarias,26,43099.0,6.03,0.38,Baixa
FLAMENGO,In natura,Hortifrutigranjeiros,10,43099.0,2.32,0.17,Muito Baixa
FLAMENGO,In natura,Peixarias,5,43099.0,1.16,0.08,Muito Baixa
FLAMENGO,Misto,Hipermercados,15,43099.0,3.48,0.26,Baixa
FLAMENGO,Misto,Mercearias,30,43099.0,6.96,0.41,Média
FLAMENGO,Misto,Supermercados,5,43099.0,1.16,0.08,Muito Baixa
FLAMENGO,Ultraprocessado,Cantinas / Alimentação preparada,106,43099.0,24.59,0.77,Alta
FLAMENGO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,43,43099.0,9.98,0.52,Média
FLAMENGO,Ultraprocessado,Restaurantes / Lanchonetes,170,43099.0,39.44,0.83,Muito Alta
FLAMENGO,Ultraprocessado,Serviços ambulantes,35,43099.0,8.12,0.45,Média
FREGUESIA,In natura,Horta,1,0.0,0.0,0.0,0
FREGUESIA (ILHA DO GOVERNADOR),Misto,Cozinha,1,0.0,0.0,0.0,0
FREGUESIA (ILHA),In natura,Açougues / Padarias,5,15900.0,3.14,0.24,Baixa
FREGUESIA (ILHA),Misto,Mercearias,2,15900.0,1.26,0.09,Muito Baixa
FREGUESIA (ILHA),Ultraprocessado,Cantinas / Alimentação preparada,4,15900.0,2.52,0.19,Muito Baixa
FREGUESIA (ILHA),Ultraprocessado,Lojas de conveniência / Varejo alimentar,1,15900.0,0.63,0.04,Muito Baixa
FREGUESIA (ILHA),Ultraprocessado,Restaurantes / Lanchonetes,8,15900.0,5.03,0.33,Baixa
FREGUESIA (JACAREPAGUA),In natura,Açougues / Padarias,49,74803.0,6.55,0.4,Baixa
FREGUESIA (JACAREPAGUA),In natura,Hortifrutigranjeiros,19,74803.0,2.54,0.19,Muito Baixa
FREGUESIA (JACAREPAGUA),In natura,Peixarias,9,74803.0,1.2,0.08,Muito Baixa
FREGUESIA (JACAREPAGUA),Misto,Hipermercados,25,74803.0,3.34,0.25,Baixa
FREGUESIA (JACAREPAGUA),Misto,Mercearias,66,74803.0,8.82,0.48,Média
FREGUESIA (JACAREPAGUA),Misto,Supermercados,2,74803.0,0.27,0.01,Muito Baixa
FREGUESIA (JACAREPAGUA),Ultraprocessado,Cantinas / Alimentação preparada,346,74803.0,46.25,0.86,Muito Alta
FREGUESIA (JACAREPAGUA),Ultraprocessado,Lojas de conveniência / Varejo alimentar,70,74803.0,9.36,0.49,Média
FREGUESIA (JACAREPAGUA),Ultraprocessado,Restaurantes / Lanchonetes,335,74803.0,44.78,0.85,Muito Alta
FREGUESIA (JACAREPAGUA),Ultraprocessado,Serviços ambulantes,67,74803.0,8.96,0.48,Média
FREGUESIA(ILHA),In natura,Feira,1,0.0,0.0,0.0,0
FREGUESIA(JACAREPAGUA),In natura,Feira,1,0.0,0.0,0.0,0
GALEAO,In natura,Açougues / Padarias,19,20816.0,9.13,0.49,Média
GALEAO,In natura,Hortifrutigranjeiros,13,20816.0,6.25,0.38,Baixa
GALEAO,In natura,Peixarias,10,20816.0,4.8,0.32,Baixa
GALEAO,Misto,Hipermercados,36,20816.0,17.29,0.71,Alta
GALEAO,Misto,Mercearias,30,20816.0,14.41,0.66,Alta
GALEAO,Ultraprocessado,Cantinas / Alimentação preparada,62,20816.0,29.78,0.8,Alta
GALEAO,Ultraprocessado,Lojas de conveniência / Varejo alimentar,12,20816.0,5.76,0.37,Baixa
GALEAO,Ultraprocessado,Restaurantes / Lanchonetes,175,20816.0,84.07,0.96,Muito Alta
GALEAO,Ultraprocessado,Serviços ambulantes,23,20816.0,11.05,0.57,Média
GAMBOA,In natura,Açougues / Padarias,11,11416.0,9.64,0.51,Média
GAMBOA,In natura,Hortifrutigranjeiros,1,11416.0,0.88,0.06,Muito Baixa
GAMBOA,In natura,Peixarias,1,11416.0,0.88,0.06,Muito Baixa
GAMBOA,Misto,Hipermercados,2,11416.0,1.75,0.12,Muito Baixa
GAMBOA,Misto,Mercearias,20,11416.0,17.52,0.71,Alta
GAMBOA,Misto,Supermercados,1,11416.0,0.88,0.06,Muito Baixa
GAMBOA,Ultraprocessado,Cantinas / Alimentação preparada,64,11416.0,56.06,0.9,Muito Alta
GAMBOA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,9,11416.0,7.88,0.45,Média
GAMBOA,Ultraprocessado,Restaurantes / Lanchonetes,86,11416.0,75.33,0.95,Muito Alta
GAMBOA,Ultraprocessado,Serviços ambulantes,27,11416.0,23.65,0.77,Alta
GARDENIA AZUL,In natura,Açougues / Padarias,64,20490.0,31.23,0.8,Alta
GARDENIA AZUL,In natura,Feira,1,0.0,0.0,0.0,0
GARDENIA AZUL,In natura,Hortifrutigranjeiros,26,20490.0,12.69,0.61,Alta
GARDENIA AZUL,In natura,Peixarias,24,20490.0,11.71,0.59,Média
GARDENIA AZUL,Misto,Hipermercados,18,20490.0,8.78,0.48,Média
GARDENIA AZUL,Misto,Mercearias,67,20490.0,32.7,0.81,Muito Alta
GARDENIA AZUL,Misto,Supermercados,1,20490.0,0.49,0.02,Muito Baixa
GARDENIA AZUL,Ultraprocessado,Cantinas / Alimentação preparada,206,20490.0,100.54,0.97,Muito Alta
GARDENIA AZUL,Ultraprocessado,Lojas de conveniência / Varejo alimentar,41,20490.0,20.01,0.74,Alta
GARDENIA AZUL,Ultraprocessado,Restaurantes / Lanchonetes,266,20490.0,129.82,0.99,Muito Alta
GARDENIA AZUL,Ultraprocessado,Serviços ambulantes,60,20490.0,29.28,0.79,Alta
GAVEA,In natura,Açougues / Padarias,42,14176.0,29.63,0.79,Alta
GAVEA,In natura,Feira,1,0.0,0.0,0.0,0
GAVEA,In natura,Horta,1,0.0,0.0,0.0,0
GAVEA,In natura,Hortifrutigranjeiros,9,14176.0,6.35,0.39,Baixa
GAVEA,In natura,Peixarias,13,14176.0,9.17,0.49,Média
GAVEA,Misto,Hipermercados,13,14176.0,9.17,0.49,Média
GAVEA,Misto,Mercearias,45,14176.0,31.74,0.8,Muito Alta
GAVEA,Misto,Supermercados,4,14176.0,2.82,0.21,Baixa
GAVEA,Ultraprocessado,Cantinas / Alimentação preparada,151,14176.0,106.52,0.97,Muito Alta
GAVEA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,34,14176.0,23.98,0.77,Alta
GAVEA,Ultraprocessado,Restaurantes / Lanchonetes,282,14176.0,198.93,0.99,Muito Alta
GAVEA,Ultraprocessado,Serviços ambulantes,33,14176.0,23.28,0.76,Alta
GLORIA,In natura,Açougues / Padarias,10,7120.0,14.04,0.65,Alta
GLORIA,In natura,Feira,1,0.0,0.0,0.0,0
GLORIA,In natura,Hortifrutigranjeiros,4,7120.0,5.62,0.36,Baixa
GLORIA,Misto,Hipermercados,7,7120.0,9.83,0.51,Média
GLORIA,Misto,Mercearias,19,7120.0,26.69,0.78,Alta
GLORIA,Misto,Supermercados,1,7120.0,1.4,0.1,Muito Baixa
GLORIA,Ultraprocessado,Cantinas / Alimentação preparada,57,7120.0,80.06,0.95,Muito Alta
GLORIA,Ultraprocessado,Lojas de conveniência / Varejo alimentar,12,7120.0,16.85,0.71,Alta
GLORIA,Ultraprocessado,Restaurantes / Lanchonetes,93,7120.0,130.62,0.99,Muito Alta
GLORIA,Ultraprocessado,Serviços ambulantes,25,7120.0,35.11,0.82,Muito Alta
GRAJAU,In natura,Açougues / Padarias,22,32816.0,6.7,0.4,Média
GRAJAU,In natura,Feira,3,0.0,0.0,0.0,0
GRAJAU,In natura,Horta,1,0.0,0.0,0.0,0
